date,nifty50_NIFTY50,nse_sectoral_NIFTYBANK,nse_sectoral_NIFTYIT,nse_sectoral_NIFTYPHARMA,nse_sectoral_NIFTYFMCG,nse_sectoral_NIFTYAUTO,nse_sectoral_NIFTYREALTY,nse_sectoral_NIFTYFINNIFTY,nse_sectoral_NIFTYMETAL,nse_sectoral_NIFTYENERGY,nse_sectoral_NIFTYINFRA,nse_sectoral_NIFTYMIDCAP100,bse_SENSEX,commodities_GOLD_INR_ETF,commodities_SILVER_INR_ETF,commodities_GOLD_USD_FUT,commodities_SILVER_USD_FUT,commodities_CRUDE_WTI,commodities_CRUDE_BRENT,commodities_USDINR,etfs_ETF_NIFTY50,etfs_ETF_NIFTYBANK,etfs_ETF_NIFTYIT,etfs_ETF_GOLD,etfs_ETF_SILVER,etfs_ETF_LIQUID,etfs_ETF_GILT,etfs_ETF_MOTILAL_NIFTY50,cpi_CPI_FRED_CPI_Index,cpi_CPI_FRED_CPI_MoM,cpi_CPI_FRED_CPI_YoY,cpi_Bond_Yield_India_10Y_Yield,repo_rate_repo_rate
2016-12-31,0.030133294416750722,0.07416299392952386,-0.07253477744620529,-0.14180632757972145,0.027804632274060825,0.10745328447257618,-0.04200463350882955,0.049283540816754456,0.45195283435863276,0.19657858972996678,-0.020512467390093825,0.0712675499250226,0.01948582804000565,0.12519470981772662,0.0,0.08459864853445387,0.1568784255255451,0.45032397119038525,0.5056331251621857,0.02224056557743137,0.03970057423065931,0.07736410639066893,0.0,0.12519470981772662,0.0,0.04265899334907619,0.0,0.1763087836879602,0.02230398373580811,,-0.6473207306241511,-0.16215656013065405,0.0
2017-12-31,0.28645953316403117,0.4050266165431953,0.12178762891554662,-0.06300773260202563,0.29379257618435517,0.3137200421486588,1.0979738802024075,0.41421357582824303,0.4854476540409991,0.38725898969839245,0.34113743202138425,0.47256895382619013,0.27905951169932863,0.02425328483276279,0.0,0.13591308593749996,0.07053210371423702,0.1247207147430236,0.1865312169386968,-0.05698264869474945,0.29894956351371205,0.4155218194220305,0.0,0.02425328483276279,0.0,0.03886416302406981,0.0,0.36863755959087796,0.04000057036389215,,0.7934271669895863,0.12601484041347244,-0.09523809523809523
2018-12-31,0.031512587313302864,0.0634606210470654,0.23783724189936417,-0.07810723844587264,0.13649704450868705,-0.23099247654056987,-0.33021040590490935,0.10603666377850685,-0.19937053770980273,0.006003790071099413,-0.12706527867268058,-0.15416282205976317,0.059063045819097715,0.06671617776274541,0.0,-0.021434585434730757,-0.09536927936542794,-0.24842765270469724,-0.19219218513997816,0.0914817594555224,0.04819826183073972,0.0663850036852347,0.0,0.06671617776274541,0.0,0.040823771809705756,0.0,-0.09815182522990207,0.052447856063632114,,0.31117770538032485,0.003073151619696457,0.5263157894736841
2019-12-31,0.12022042836217595,0.1841463958359999,0.0839387410463619,-0.09342409538284713,-0.012948681639922022,-0.10689672200120859,0.2849149126338306,0.2564755349014094,-0.11199519365088917,0.1097570346959571,0.02519446942644854,-0.04324354563508681,0.14376630206643415,0.2294570238867668,0.0,0.18868805597949678,0.15518690886233677,0.34463777975041787,0.22676581665330886,0.019857647921708077,0.13613363034334447,0.18820173790675043,0.0,0.2294570238867668,0.0,0.03664816455151909,0.0,0.4064447220169636,0.09634546589903437,,0.8369762489841921,-0.07117185539815685,-0.27586206896551735
2020-12-31,0.14901649557525554,-0.02790902345563806,0.5493693621522959,0.6064253213562518,0.13464142099497045,0.11459333652922576,0.051247760630145356,0.04469201862401073,0.16183552122710854,0.06375955747567019,0.12154022560414335,0.21868147931588955,0.15750305583101976,0.2699564305108897,0.0,0.24587033602233466,0.4770025824312085,-0.20537177585149224,-0.21515152671120363,0.025564159144099596,0.15423936793756665,-0.04699085548655946,0.6626805153290385,0.2699564305108897,0.0,0.023002753334019355,0.0,0.503642714234189,0.03686607470335157,,-0.6173553746474605,-0.13954362768897188,-0.4285714285714285
2021-12-31,0.24119303958731875,0.13490403703178,0.5958308054859385,0.10120081216511645,0.09956513281347701,0.18963402301898102,0.5426158498681046,0.1395876913055627,0.6965726470375997,0.3373880466095436,0.3557841023690125,0.4606165474691135,0.2199413628874849,-0.05188572474888398,0.0,-0.03465214538689809,-0.11408178390838708,0.5500824067374532,0.5015444000942921,0.017737241049800234,0.259743637616521,0.14023729036928745,0.6157294232532369,-0.05188572474888398,0.0,0.0234493984199462,0.02467143857130938,0.30109639409262856,0.05555542822129578,-0.73987109955107,0.5069526297098443,0.09289483955268185,0.4999999999999998
2022-12-31,0.04328960480003197,0.21151049150140677,-0.26044128929396615,-0.11427971529389036,0.17539938549760659,0.15313294853842874,-0.10812766036037269,0.09522612258329555,0.21762120746932578,0.1430676765544563,0.06105177908131232,0.0350229184824431,0.04440769643729103,0.1280135350021936,0.03670015325848097,-0.004268152573529305,0.022890964377025202,0.06714536781320612,0.1045256494009672,0.11290830134054941,0.05458224807741607,0.21809179908506082,-0.24766711788809148,0.1280135350021936,0.03670015325848097,0.03673686251377939,0.018972404036088575,-0.26217135846694795,0.055023606568293415,,-0.009572811695082839,0.13257726324157804,-0.2222222222222221
2023-12-31,0.20027834130931588,0.12344268017083682,0.24084177282997277,0.3361117437582275,0.290136507329263,0.4762640191581766,0.813455326377662,0.1320385488354332,0.18660203407191345,0.2937087492430368,0.3905675380411904,0.46566068247026116,0.1873665549315513,0.14682621922336736,0.07362779564299582,0.13337360976219093,-0.0003771214078349683,-0.10727635660583767,-0.10324761225093693,-0.006435633259718299,0.2101090790799638,0.1307751911745978,0.252430462819458,0.14682621922336736,0.07362779564299582,0.05464489349117141,0.0807799743111326,0.5358588836435847,0.04913119122300014,0.42839613785864183,-0.10708886081430113,-0.009618653827171197,-0.2857142857142858
2024-12-31,0.08804772615806411,0.053175182741536986,0.22026751460650407,0.390953368820784,-0.0032911036833043195,0.2264344006483907,0.34391161738217013,0.09425742171074813,0.0842191514947348,0.051398249333173496,0.15884384165845256,0.2385753032649094,0.08165460892055854,0.1943719068232821,0.16001666670718517,0.27482548277082586,0.21326456867118604,0.000976967108631932,-0.03115266741118672,0.04233914327413402,0.10356773609992098,0.06165340414500653,0.24839396755056842,0.1943719068232821,0.16001666670718517,0.04550661653407562,0.08173782495679993,0.5678108691981314,0.035302433949346845,,-0.28146594717981355,-0.06180786267995586,2.220446049250313e-16
2025-12-31,0.10508859224965028,0.17148285845751632,-0.12584279547382038,-0.02941193645954565,-0.023310003431744497,0.2345449596818343,-0.16572430030399588,0.17439436663240482,0.29107271601980633,0.0039046681065413313,0.13621428597802288,0.05743151072463726,0.09062815037263827,0.7180528460297861,1.5729127438037018,0.6452153423052762,1.4234278296923555,-0.1993865422248472,-0.184753497163611,0.046426871190098584,0.11661056526465674,0.1767249154183388,-0.10656091950563351,0.7180528460297861,1.5729127438037018,0.03337570779596555,0.08185843278910254,0.08132205603361098,-0.004871057819178293,-1.2530336069862922,-0.16386708248169957,-0.02139431943932102,0.0
2026-12-31,-0.08355847934966598,-0.031125249574606828,-0.28628276431879884,0.11020456471347462,-0.109172197316869,-0.0429892451885685,-0.05888719344859428,-0.030519712463069504,0.11443767984291964,0.12204592847397744,-0.016206732877417362,0.02167497458026446,-0.09965001677172936,0.057397145216526946,-0.0343962709708312,-0.0669040456701443,-0.14592067710085188,0.22048073956498904,0.20640929339266867,0.05436819106844104,-0.07839217800911447,-0.02792677408290778,-0.27957759114719216,0.057397145216526946,-0.0343962709708312,1.0009865820892472e-05,0.035708614975048736,0.39973230749934285,0.0,0.0,0.0,0.05842442517904245,0.0
