,mean_annual,std_annual,geo_mean_annual,sharpe_ratio,max_drawdown,skewness,kurtosis,best_month,worst_month,n_months,n_years,start_date,end_date
nse_tri_prices_TRI_NIFTY_FIN_SERVICE_TotalReturnsIndex,0.21654650594277647,0.28176852899684784,0.17025681870360265,0.5378404269714302,-0.6334067232072677,0.15140992611544546,3.9183925949231457,0.439884632701369,-0.3130369089857342,269,22.416666666666668,2004-02-29,2026-06-30
nse_tri_prices_TRI_NIFTY_INFRA_TotalReturnsIndex,0.15487687993873966,0.25817109616890105,0.11728807863354906,0.34812913324712497,-0.6565223921894143,-0.1181287913081658,2.3884921513107673,0.32693147097337416,-0.2838324598001515,269,22.416666666666668,2004-02-29,2026-06-30
nse_bse_price_indices_NSEBANK_PRICE,0.15820365297084282,0.29180868064390575,0.11084627262740265,0.3193998642027352,-0.6053713712082387,0.28671106864393825,4.521680901171136,0.4450247923880175,-0.34319482297592574,225,18.75,2007-10-31,2026-06-30
nse_bse_price_indices_NSECNXIT_PRICE,0.1296083755100912,0.24516568974005282,0.09652687386961878,0.2635294342311721,-0.5648713678337653,-0.08195804244662691,1.0279487671689673,0.23798834233979926,-0.20875776454282102,225,18.75,2007-10-31,2026-06-30
nse_bse_price_indices_CNXPHARMA_PRICE,0.13402742187832595,0.18656433927175742,0.11531744544793798,0.369992583511781,-0.4568688967154278,0.7547704877433904,3.6139077192356783,0.2996724878945167,-0.12735238021229645,185,15.416666666666666,2011-02-28,2026-06-30
nse_bse_price_indices_CNXFMCG_PRICE,0.13287238442296445,0.15203585398564098,0.12014002872981333,0.44642354184016786,-0.305181504953115,-0.0330154145779362,0.1645028666070547,0.12804739619119232,-0.10956804491887395,185,15.416666666666666,2011-02-28,2026-06-30
nse_bse_price_indices_CNXAUTO_PRICE,0.17395640416663238,0.22908755412928855,0.14306107596020778,0.4756103166789297,-0.6060434708824645,-0.7829897971099691,3.492309386437112,0.24731049520408366,-0.31469670683605755,179,14.916666666666666,2011-08-31,2026-06-30
nse_bse_price_indices_CNXREALTY_PRICE,0.10884625548872506,0.35929952705508167,0.040145710265940604,0.12203260006519102,-0.7350279551565679,0.13370747511677908,1.107300762143959,0.3557477739154913,-0.3744430310597274,191,15.916666666666666,2010-08-31,2026-06-30
nse_bse_price_indices_CNXMETAL_PRICE,0.13181623579777346,0.29989043084949557,0.08291419780976561,0.22280216013730086,-0.6099462630635963,0.10123597614115896,0.7701068123040202,0.2483998455734564,-0.29391599032198557,179,14.916666666666666,2011-08-31,2026-06-30
nse_bse_price_indices_CNXENERGY_PRICE,0.12803603595760604,0.21624917564186438,0.10264392860362026,0.2914972312403243,-0.32826596943777736,0.1800883222585069,0.30073383800512765,0.18253527086426025,-0.18510362679474035,185,15.416666666666666,2011-02-28,2026-06-30
nse_bse_price_indices_CNXINFRA_PRICE,0.09009302238134809,0.21426033749390186,0.06576794053873258,0.11711464041758203,-0.4737316296375018,0.11595197714835359,0.9203165952792669,0.21179894649657194,-0.2161062681610627,191,15.916666666666666,2010-08-31,2026-06-30
nse_bse_price_indices_NSEMIDCAP_PRICE,0.16064753198529047,0.2517280824818115,0.12431873507565783,0.37996369353109993,-0.6548095799375118,-0.2581637093844025,5.08242014571754,0.3866425966070095,-0.3027817082122739,225,18.75,2007-10-31,2026-06-30
nse_bse_price_indices_BSE_SENSEX,0.13234144020108696,0.21219298375460427,0.10721983122410395,0.31735941033265075,-0.5617087478803909,-0.2589272266695065,2.360167663059411,0.28255102711946156,-0.238901046997968,317,26.416666666666668,2000-02-29,2026-06-30
nse_bse_price_indices_INDIA_VIX,0.2659710325899607,0.8518391539375538,-0.05064695872042202,0.23592603329042722,-0.8613021250347843,2.4943015543142053,13.07145693533292,1.7715148148218063,-0.4722869159148616,219,18.25,2008-04-30,2026-06-30
indian_stocks_STOCK_RELIANCE,0.2277736176677818,0.2941077749029251,0.17796279168332974,0.5534488767646751,-0.6043904790868856,0.34214872460985013,0.8110197514868207,0.31627376582147226,-0.294405979209691,317,26.416666666666668,2000-02-29,2026-06-30
indian_stocks_STOCK_TCS,0.2606554245407591,0.35276825608293577,0.19805709766904922,0.5546287716283648,-0.6156387346272513,3.989552041228272,38.82542058690836,1.0634991358239523,-0.2101588960102294,286,23.833333333333332,2002-09-30,2026-06-30
indian_stocks_STOCK_HDFCBANK,0.22153983672480448,0.25713172968959613,0.18284860779402612,0.6087923762414541,-0.48268386549914294,0.05609982198784554,1.5692324055828313,0.3127641593274333,-0.2681186562898611,317,26.416666666666668,2000-02-29,2026-06-30
indian_stocks_STOCK_INFY,0.16790591804431987,0.32102484176166757,0.10895294242007281,0.320554376663219,-0.7353859838186613,-0.2107647483861038,1.7557775233258535,0.3348363610641787,-0.345725622332707,317,26.416666666666668,2000-02-29,2026-06-30
indian_stocks_STOCK_ICICIBANK,0.27459974471364035,0.3589436300944851,0.19839491878521742,0.5839349890635117,-0.7341015991264856,0.45316292876686837,3.4656134834282657,0.5387733416138831,-0.34891904092365844,287,23.916666666666668,2002-08-31,2026-06-30
indian_stocks_STOCK_HUL,0.14627457824419476,0.2535938751750192,0.11102370609959844,0.3204910930443516,-0.5479558210601598,0.23883503891245697,0.3118223028958669,0.25024082150412896,-0.1965234814922825,317,26.416666666666668,2000-02-29,2026-06-30
indian_stocks_STOCK_INDUSINDBK,0.3471339571231842,0.4767390092301679,0.20140581267194357,0.5917996045231761,-0.8229922850182884,0.3353591100829019,5.171026398655508,0.7533738937531766,-0.6818079442022829,287,23.916666666666668,2002-08-31,2026-06-30
indian_stocks_STOCK_SBIN,0.2511993598292819,0.3665727001879313,0.17294042914190388,0.5079466085003679,-0.5534948568901956,0.31564564262534045,1.3773573226424074,0.4616374951199944,-0.3503299748754607,317,26.416666666666668,2000-02-29,2026-06-30
indian_stocks_STOCK_BHARTIARTL,0.2887360185479737,0.3117946412862718,0.2301625372892273,0.717574932093051,-0.5017059674350771,0.2455174087033795,1.2603759638557648,0.368213011214533,-0.3006567759482618,287,23.916666666666668,2002-08-31,2026-06-30
indian_stocks_STOCK_ARTI,0.49750441674158674,0.5515660470167221,0.32979196432335756,0.7841389423458734,-0.6945859480511767,3.1654645474088374,22.905690948909932,1.443991390997132,-0.4506311192573249,287,23.916666666666668,2002-08-31,2026-06-30
indian_stocks_STOCK_ATUL,0.3878612530824752,0.41700733839579224,0.28053665360525715,0.7742339842855221,-0.730322844321426,0.6297688791832691,1.8450361329052498,0.5056785583443355,-0.34948607656019903,287,23.916666666666668,2002-08-31,2026-06-30
indian_stocks_STOCK_BORORENEW,0.905431566879302,1.1987451546245083,0.3499467988152365,0.7010927749214191,-0.608734282791866,5.914538394068892,43.36046761383357,2.799713881339233,-0.41453314598420965,97,8.083333333333334,2018-06-30,2026-06-30
indian_stocks_STOCK_CROMPTON,0.1355293086518745,0.3161936110081831,0.08246117222573912,0.22305734903052551,-0.5316604863352337,0.4953993493595108,1.0771578067735916,0.31151498096125696,-0.2516129703079729,121,10.083333333333334,2016-06-30,2026-06-30
indian_stocks_STOCK_DEEPAKNTR,0.45055864979234594,0.41976561218583713,0.34315427365450635,0.9185093742782646,-0.582147494898469,1.3231347564094398,4.261894063409452,0.687060614640238,-0.20394738783943334,189,15.75,2010-10-31,2026-06-30
indian_stocks_STOCK_LLOYDS,0.562879263874875,0.4371289716907481,0.4368498675506185,1.1389756710683212,-0.30530551807149997,0.5953442474470504,0.5500651615513217,0.3874343120899564,-0.17593418768284996,35,2.9166666666666665,2023-08-31,2026-06-30
indian_stocks_STOCK_MACPOWER,0.7119605047858304,0.8079620313645641,0.3090816144764563,0.8007313211156485,-0.8627810122520863,1.2480528749492712,2.01780272078609,0.8231460051945294,-0.40984368377629066,99,8.25,2018-04-30,2026-06-30
indian_stocks_STOCK_PERSISTENT,0.3619859871004043,0.36875321252520593,0.27771968706621375,0.805378711324729,-0.42299274898348305,0.41757766941890995,1.6214932164187617,0.4455987200514391,-0.2815828061439122,194,16.166666666666668,2010-05-31,2026-06-30
indian_stocks_STOCK_RADICO,0.3935959097411643,0.47090686809967086,0.23339440079964047,0.6977938356839055,-0.9214420086692847,-0.1938561590343447,5.843336816494325,0.5908603920907947,-0.78034042173089,276,23.0,2003-07-31,2026-06-30
indian_stocks_STOCK_SUPRAJIT,0.32055379673180284,0.39348784089761146,0.22802473043074611,0.6494579251771592,-0.837656774249057,0.6367048588114982,2.6838148026677637,0.5298582346001381,-0.4278821045319655,256,21.333333333333332,2005-03-31,2026-06-30
indian_stocks_STOCK_TANLA,0.3296319728749675,0.7243919194915188,0.060237104543583664,0.36531601989807366,-0.9922897814230264,1.4122492398703121,3.9972646487362815,0.9646019652604567,-0.4697017025877427,233,19.416666666666668,2007-02-28,2026-06-30
indian_stocks_STOCK_TIMKEN,0.4157786747217107,0.8138528256291407,0.2292614500410446,0.43100996110758083,-0.6335640425335852,12.492469385150336,189.6938024282246,3.606440318214432,-0.2622838528822583,286,23.833333333333332,2002-09-30,2026-06-30
indian_stocks_STOCK_VBL,0.44859793802727355,0.351421941412504,0.3666229461515964,1.0915594412956728,-0.40853136045169597,0.2116519867047141,2.129533722708251,0.34036353936286057,-0.3488501923179642,115,9.583333333333334,2016-12-31,2026-06-30
commodities_fx_GOLD_USD,0.1241807480728212,0.1660122552098075,0.10902193136913563,0.3564842125542367,-0.420125759459598,-0.11718024019435783,0.5879855239093472,0.1386719114213657,-0.18005035714502649,310,25.833333333333332,2000-09-30,2026-06-30
commodities_fx_SILVER_USD,0.15454231602254342,0.31252358465411373,0.10070400938453816,0.28651378782066833,-0.7164704486587786,0.1629311640054839,0.6057736910020575,0.30462211845415577,-0.27957506365070883,310,25.833333333333332,2000-09-30,2026-06-30
commodities_fx_GOLD_INR_ETF,0.1417778470335811,0.15102996682143954,0.12932603790259023,0.5083616758279129,-0.24415915787072076,0.5709861514163728,1.5593893538632368,0.19080913986354808,-0.10544358274412413,209,17.416666666666668,2009-02-28,2026-06-30
commodities_fx_SILVER_INR_ETF,0.37612525262754537,0.3382697034969224,0.3086221318138125,0.919755004398069,-0.27387602521982446,1.2681430459295642,3.4978647182561127,0.3741786490059109,-0.16581782754294394,52,4.333333333333333,2022-03-31,2026-06-30
commodities_fx_CRUDE_WTI,0.10637286688448455,0.38641194532691503,0.029461956085376606,0.10706932687984574,-0.8654285703386579,1.3291454893005021,14.374882839893875,0.8837580356172043,-0.5424486079039064,310,25.833333333333332,2000-09-30,2026-06-30
commodities_fx_CRUDE_BRENT,0.07096552768516817,0.3719225928414435,-0.0025478455413566747,0.016039702346642246,-0.8373739578535294,0.32476770372999725,8.15472957585249,0.6328641417315757,-0.549881243763457,227,18.916666666666668,2007-08-31,2026-06-30
commodities_fx_USDINR,0.03581638263549647,0.0736247978656356,0.03305980982122203,-0.3963829879406025,-0.15711338496914468,0.6236479850832517,3.618123216804422,0.10824235096972146,-0.06647869984881594,270,22.5,2004-01-31,2026-06-30
commodities_fx_EURINR,0.03244260573702462,0.08639678676265569,0.028630792764243962,-0.3768357074715659,-0.2316729440220097,0.06685480284804828,0.7919236195392765,0.09208220899225461,-0.09134002475201419,270,22.5,2004-01-31,2026-06-30
commodities_fx_GBPINR,0.023115665155513554,0.0923423715802535,0.018803298918811828,-0.45357655567775124,-0.23826755198587227,0.16080827211556897,1.1926476896001867,0.11329493218169429,-0.08186142317776657,241,20.083333333333332,2006-06-30,2026-06-30
indian_etfs_ETF_NIFTY50,0.15462551190848806,0.17656732867634375,0.13725998579915588,0.5075996368092301,-0.28811454288493804,0.2837233963136934,5.122402457844673,0.27997131697804156,-0.2292731852143115,209,17.416666666666668,2009-02-28,2026-06-30
indian_etfs_ETF_NIFTYBANK,0.20289144707361206,0.2729226607852336,0.1608741461434684,0.5052400071026738,-0.4113070131435219,0.7385684574531434,6.900220773072569,0.47058823529411775,-0.344263930561608,209,17.416666666666668,2009-02-28,2026-06-30
indian_etfs_ETF_NIFTYIT,0.15648811515476857,0.23580255084553015,0.1256174604909932,0.38798611307093417,-0.35634646546701104,-0.04396666550969226,1.2090436873895491,0.2261354302412315,-0.19360989980370769,72,6.0,2020-07-31,2026-06-30
indian_etfs_ETF_NIFTY100,0.12561797595626234,0.16252648665907615,0.11069052960656367,0.37297290553888424,-0.2894045922099542,-0.9512391526472442,5.060794474266686,0.12695732049841135,-0.2349819482057467,131,10.916666666666666,2015-08-31,2026-06-30
indian_etfs_ETF_MOTILAL_NIFTY50,0.282855605860719,0.2244978793284623,0.2524807902620083,0.9704127562914525,-0.31587331139008495,0.3034336921720506,1.934277358841864,0.2920878556734934,-0.19385676485573655,183,15.25,2011-04-30,2026-06-30
indian_etfs_ETF_GOLD,0.1417778470335811,0.15102996682143954,0.12932603790259023,0.5083616758279129,-0.24415915787072076,0.5709861514163728,1.5593893538632368,0.19080913986354808,-0.10544358274412413,209,17.416666666666668,2009-02-28,2026-06-30
indian_etfs_ETF_SILVER,0.37612525262754537,0.3382697034969224,0.3086221318138125,0.919755004398069,-0.27387602521982446,1.2681430459295642,3.4978647182561127,0.3741786490059109,-0.16581782754294394,52,4.333333333333333,2022-03-31,2026-06-30
indian_etfs_ETF_LIQUID,0.030796605181727665,0.006105036835338275,0.03077757606211695,-5.602487870390901,-1.9972256156131074e-05,-0.35798369797601187,-1.2513235292578888,0.005822689103958334,-1.9972256156131074e-05,209,17.416666666666668,2009-02-28,2026-06-30
indian_etfs_ETF_GILT_5Y,0.06283974774084311,0.025958195906081515,0.06249125502383124,-0.08322043130319336,-0.02442457122003901,0.13835328444281397,0.5401491835027801,0.02405043524499284,-0.01289217228590911,62,5.166666666666667,2021-05-31,2026-06-30
indian_etfs_ETF_NASDAQ_100,0.18636034870402107,0.3949928055976164,0.10099999998185605,0.30724698522142757,-0.6105350528334618,0.22685576540021804,-0.09949463987232665,0.2803756555471453,-0.22093021346155006,63,5.25,2021-04-30,2026-06-30
amfi_mf_nav_MF_LargeCap_Mirae_Asset_Large_Cap_Fund___D,0.16621170971193755,0.15780888858412492,0.1517365809121427,0.641356203823611,-0.28247736753734587,-0.896064718887819,4.820677916354276,0.14170606967094468,-0.2328533886071733,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_LargeCap_UTI_Nifty_50_Index_Fund___Dire,0.13129765099368673,0.15821322135635177,0.11717570208460626,0.4190398907583148,-0.2935288204744119,-0.750100599774938,4.452596611993865,0.14673706456123958,-0.23264389716527456,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_LargeCap_HDFC_Banking_and_PSU_Debt_Fund,0.07887600454944033,0.018331652386919937,0.07869838987662403,0.7569423779463098,-0.007463738494284076,0.2623960865376447,1.079871346712331,0.025571442234123776,-0.007463738494284056,147,12.25,2014-04-30,2026-06-30
amfi_mf_nav_MF_LargeCap_SBI_Banking_&_PSU_Fund___Direc,0.034931314334119,0.016394342129011186,0.03479432954534856,-1.8340891893839337,-0.008552697357420444,0.9040043567365648,1.9249310747104404,0.022449533187118398,-0.007461959717553812,151,12.583333333333334,2013-12-31,2026-06-30
amfi_mf_nav_MF_LargeCap_Kotak_Corporate_Bond_Fund__Dir,0.07610365224540327,0.01348947597606313,0.07600770784040778,0.8231344394034679,-0.0052871650133395325,0.24755913731725337,0.8962691335575368,0.01830873864997362,-0.004042567338792158,136,11.333333333333334,2015-03-31,2026-06-30
amfi_mf_nav_MF_LargeCap_Aditya_Birla_Sun_Life_Banking_,0.005166558418484568,0.07187522115352507,0.0024851437128126097,-0.8324627127575933,-0.363049890210071,-2.8664432176343033,7.623332008571777,0.02621666491480923,-0.08724575516834665,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_LargeCap_NIPPON_INDIA_LARGE_CAP_FUND___,0.1027953803122228,0.18107345066291816,0.08462899175500804,0.2087295524211428,-0.37740550139528145,-0.7555984212887008,3.76892349408289,0.13268965357940998,-0.26278409852861506,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_LargeCap_Tata_Large_Cap_Fund__Direct_Pl,0.14720690178789564,0.1578165290314887,0.13285258551062462,0.5209017223505981,-0.2878816136322154,-1.0446967068074782,5.522462964773363,0.1202993747483665,-0.243725191845505,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_MidCap_Kotak_Midcap_Fund____Direct_Pl,0.1886751913736402,0.196218112579562,0.16565410342050235,0.6302944705142483,-0.3944703571866942,-1.0682202362294868,3.9606635255582994,0.13615750470080745,-0.2811555134603475,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_MidCap_SBI_Small_Cap_Fund___Direct_Pl,0.26884728823302795,0.19343301804127902,0.2454843112365277,1.053839154748268,-0.3303787231791283,-0.8301644003248848,3.136859700392817,0.14195202709324994,-0.2548393608074012,151,12.583333333333334,2013-12-31,2026-06-30
amfi_mf_nav_MF_MidCap_NIPPON_INDIA_BANKING_and_PSU__,0.07682099541098575,0.018565954580102125,0.07663927604679732,0.6367028078187146,-0.00705319161267135,0.3273125367957392,0.7114419917156938,0.02195710031884901,-0.006794408055528445,133,11.083333333333334,2015-06-30,2026-06-30
amfi_mf_nav_MF_MidCap_Axis_Midcap_Fund___Direct_Plan,0.207217898237249,0.17246258771683576,0.18967245316807357,0.8246304321419256,-0.22860162028883413,-0.48587416272812617,2.11437513399357,0.17372078332280472,-0.1995945032665014,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_MidCap_ICICI_Prudential_MidCap_Fund__,0.2210215425841251,0.1951553594638542,0.19784696483483533,0.7994735220839411,-0.3811916726489592,-0.8884853160583414,4.823523254023657,0.16506672910325437,-0.291482585020035,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_MidCap_UTI_Mid_Cap_Fund___Direct_Plan,0.1786035310780607,0.19298666957169683,0.15679049875065165,0.588659990507042,-0.3924310360143237,-0.7647795680982978,2.678970763083422,0.14281232083926376,-0.2551079799465813,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_MidCap_Mirae_Asset_Midcap_Fund_Direct,0.1870836875568258,0.2140587629810575,0.1595731588070557,0.570327913030261,-0.2875547539293998,-1.2735956644486173,4.279862641000289,0.13538331929233371,-0.263190620003553,83,6.916666666666667,2019-08-31,2026-06-30
amfi_mf_nav_MF_MidCap_DSP_Midcap_Fund___Direct_Plan_,0.19694840932510216,0.19082755629344408,0.1754956340324585,0.6914536447880681,-0.26976158652202287,-0.579079354614273,2.6296687919323425,0.15931637806637822,-0.24303206057676818,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_MidCap_Tata_Mid_Cap_Fund___Direct_Pla,0.21556931929923073,0.1878008540519608,0.19424523345198708,0.8017499178016047,-0.2843629940054116,-0.9164818826972704,3.762157186795541,0.15862358875810711,-0.25960519769758805,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_SmallCap_NIPPON_INDIA_SMALL_CAP_FUND___,0.22388453679029974,0.23216253823744115,0.19113920064309053,0.6843676761829796,-0.46251074410609033,-0.7467668215078719,2.8522489560280073,0.1936786848143841,-0.30083954758268194,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_SmallCap_Axis_Small_Cap_Fund___Direct_P,0.2462171553535013,0.17926675595137137,0.22598845390777722,1.0108798722427879,-0.3019828510182208,-1.385767150431296,8.027876112629297,0.16723842195540306,-0.2905773420479303,150,12.5,2014-01-31,2026-06-30
amfi_mf_nav_MF_SmallCap_HDFC_Small_Cap_Fund___Growth_O,0.20535799537185406,0.19944689342835653,0.1810667613186674,0.7037361823952006,-0.445321441256561,-1.2218480654804065,6.03391372964039,0.14420186940581958,-0.30520539819071624,144,12.0,2014-07-31,2026-06-30
amfi_mf_nav_MF_SmallCap_ICICI_Prudential_Smallcap_Fund,0.19246967935110781,0.19468321640774788,0.16947177834106775,0.6547543322077293,-0.39865298268120586,-1.236776539491894,7.320016693627761,0.13910667617011163,-0.3194192377495463,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_SmallCap_UTI_Small_Cap_Fund___Direct_Pl,0.23015199036319212,0.1724221410093126,0.21276518942109113,0.9578351677831919,-0.19710923241519643,-0.06577339437852973,0.8600579159958635,0.16193074817747366,-0.12403396476880002,66,5.5,2021-01-31,2026-06-30
amfi_mf_nav_MF_SmallCap_Mirae_Asset_Banking_and_PSU_Fu,0.05785697129391565,0.015258204745103872,0.05773670523862373,-0.46814345628547444,-0.00854373288215441,0.015490803864595218,0.6544678708032814,0.016635576670844365,-0.00639824633716779,71,5.916666666666667,2020-08-31,2026-06-30
amfi_mf_nav_MF_SmallCap_DSP_Small_Cap_Fund___Direct_Pl,0.24541861238001506,0.2139156149638304,0.21709285449469928,0.8434102036474563,-0.4419887997165869,-0.8773619725624511,3.624630321214271,0.16119600075457452,-0.29621928166351597,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_SmallCap_TATA_Small_Cap_Fund_Direct_Pla,0.23147605379702707,0.20909339933145854,0.20466432631920428,0.7961803401221972,-0.3110516087238177,-1.0143505924882632,4.378503019392475,0.15287600944578883,-0.2617613031607201,91,7.583333333333333,2018-12-31,2026-06-30
amfi_mf_nav_MF_FlexiCap_Parag_Parikh_Flexi_Cap_Fund___,0.19286404273473834,0.1306476535992169,0.1827705674412805,0.9786937553963445,-0.23130187086791396,-1.024266225808549,6.064140103779472,0.14158664513443164,-0.1962619915209055,157,13.083333333333334,2013-06-30,2026-06-30
amfi_mf_nav_MF_FlexiCap_Quantum_Dynamic_Term_Fund___Di,0.07688177310526956,0.03125685527818023,0.07636828661032924,0.3801333499331258,-0.02298405007066426,0.7271477511485941,3.38952423290305,0.046800632349584426,-0.022920923621150613,133,11.083333333333334,2015-06-30,2026-06-30
amfi_mf_nav_MF_FlexiCap_Franklin_India_Banking_&_PSU_D,0.0780025592878133,0.01749579600855936,0.0778407542666717,0.7431819210427544,-0.007159297010065483,0.021577042298461774,0.7074193092433112,0.020259920728915137,-0.007002891562807201,146,12.166666666666666,2014-05-31,2026-06-30
amfi_mf_nav_MF_FlexiCap_Samco_Flexi_Cap_Fund___Direct_,0.031237346106396613,0.18824320683693338,0.01312153887966061,-0.17935655931982958,-0.28941355674028946,-0.532911321836313,1.59471050058781,0.13755980861244033,-0.16405023547880693,52,4.333333333333333,2022-03-31,2026-06-30
amfi_mf_nav_MF_FlexiCap_PGIM_India_Flexi_Cap_Fund___Di,0.08324844746140903,0.1857910516293185,0.06445037955399857,0.09822027111304295,-0.35069699192956705,-0.737429154618338,3.3319277412654613,0.17514124293785316,-0.22639860139860135,135,11.25,2015-04-30,2026-06-30
amfi_mf_nav_MF_Sectoral_NIPPON_INDIA_PHARMA_FUND___DIR,0.1220634676937995,0.18375802115551573,0.10377230859953457,0.3105359283636728,-0.376995448308905,0.24562471518259316,2.5592869789362522,0.2541293062765455,-0.14170758381076243,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_Sectoral_TATA_Digital_India_Fund_Direct,0.1723136734412467,0.20039638030488066,0.14974080801857914,0.5355070449774639,-0.3061879593452412,0.12283902296765317,1.3258275160240611,0.20872485409670372,-0.1632836893248999,126,10.5,2016-01-31,2026-06-30
amfi_mf_nav_MF_Balanced_ICICI_Prudential_Balanced_Adva,0.1320872777587907,0.09382563310933377,0.12707169549626562,0.7150207841455734,-0.19825072886297374,-1.703397986912174,12.726452832874195,0.09696969696969715,-0.17106254709871893,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_Balanced_HDFC_Balanced_Advantage_Fund__,0.15385985667469293,0.152676509320619,0.14064592217244654,0.5820139396040828,-0.2707296137339057,-0.4385614716668995,2.7745755599984054,0.13681483136028594,-0.1942791234140715,161,13.416666666666666,2013-02-28,2026-06-30
amfi_mf_nav_MF_Balanced_SBI_Balanced_Advantage_Fund___,0.11068420575191884,0.0717848590321576,0.10789758109056824,0.6364044781567878,-0.06886426856232618,-0.6762686495561575,1.767207529069628,0.05234970445173559,-0.06618343953600647,57,4.75,2021-10-31,2026-06-30
amfi_mf_nav_MF_Balanced_NIPPON_INDIA_BALANCED_ADVANTAG,0.0629156939560358,0.12895218258027663,0.05398868031862092,-0.016163402605974955,-0.2958663812454863,-1.0455116879818644,4.788787025440029,0.11916114545504941,-0.15950819186052256,161,13.416666666666666,2013-02-28,2026-06-30
