date,TRI_NIFTY_50_TotalReturnsIndex,TRI_NIFTY_BANK_TotalReturnsIndex,TRI_NIFTY_IT_TotalReturnsIndex,TRI_NIFTY_PHARMA_TotalReturnsIndex,TRI_NIFTY_FMCG_TotalReturnsIndex,TRI_NIFTY_AUTO_TotalReturnsIndex,TRI_NIFTY_MIDCAP_100_TotalReturnsIndex,TRI_NIFTY_SMALLCAP_100_TotalReturnsIndex,TRI_NIFTY_REALTY_TotalReturnsIndex,TRI_NIFTY_METAL_TotalReturnsIndex,TRI_NIFTY_ENERGY_TotalReturnsIndex,TRI_NIFTY_FIN_SERVICE_TotalReturnsIndex,TRI_NIFTY_INFRA_TotalReturnsIndex
2024-06-26,35324.11,72923.02,48883.46,24078.69,90846.86,32674.55,74346.25,23366.78,1213.03,14491.39,70013.72,29546.07,11665.56
2024-06-27,35585.62,72841.35,49873.55,24041.11,91177.31,32899.87,74586.42,23209.59,1212.43,14570.6,70905.13,29586.37,11784.12
2024-06-28,35539.16,72239.38,49920.18,24308.12,91316.09,32911.89,75007.82,23409.07,1218.83,14642.03,71671.51,29334.91,11819.11
2024-07-01,35733.58,72560.22,50902.83,24340.99,91956.18,33072.84,75761.24,23761.76,1214.71,14744.18,71295.17,29598.9,11816.18
2024-07-02,35706.77,71999.01,51496.4,24375.69,91175.07,32820.77,75172.04,23653.6,1224.74,14673.89,71543.5,29435.83,11824.46
2024-07-03,35947.53,73270.32,51517.42,24534.45,91992.94,32888.62,75762.34,23899.46,1228.84,14829.71,71663.43,29965.53,11829.07
2024-07-04,35970.64,73290.27,52085.59,24876.09,91801.24,33128.45,76200.13,24017.56,1235.08,14824.74,71790.96,29910.32,11824.59
2024-07-05,36009.61,72678.41,52078.5,25198.74,92790.02,33237.42,76851.47,24207.55,1234.72,14875.03,72951.02,29612.31,11971.99
2024-07-08,36004.74,72354.69,52108.15,25040.96,94299.56,33057.07,76580.53,24167.52,1229.34,14736.08,73158.67,29543.4,11972.88
2024-07-09,36173.87,72552.02,52012.87,25435.22,95218.96,33793.91,76842.68,24229.32,1243.42,14757.77,73097.32,29638.44,11989.1
2024-07-10,36012.82,72028.26,51477.26,25533.94,95487.55,33112.42,76632.12,24020.34,1242.95,14520.18,73210.94,29558.88,12007.54
2024-07-11,36000.25,72140.56,51548.9,25380.88,95756.4,33052.85,76937.88,24187.01,1224.51,14520.84,73350.59,29559.34,11989.18
2024-07-12,36278.67,72159.9,53882.95,25413.66,96104.37,32906.52,76981.9,24226.31,1206.19,14498.35,73504.14,29567.6,12006.09
2024-07-15,36403.86,72404.24,53728.81,25699.56,96659.45,33265.52,77642.55,24352.39,1222.37,14530.28,74287.56,29677.14,12093.31
2024-07-16,36445.79,72322.65,54046.6,25626.31,97615.89,33348.15,77650.02,24378.9,1242.64,14518.97,74118.25,29623.64,12076.61
2024-07-18,36723.93,72631.73,55246.4,25629.92,98549.78,33470.9,76905.48,24085.63,1238.69,14391.95,74173.71,29792.94,12089.35
2024-07-19,36328.6,72149.73,55157.97,25214.48,98341.37,32672.24,75294.23,23539.36,1209.5,13823.51,72159.97,29560.98,11807.83
2024-07-22,36296.55,72170.14,54950.57,25481.27,98009.55,33050.89,76258.95,23752.97,1203.64,13964.29,71958.73,29599.16,11853.75
2024-07-23,36257.51,71477.0,55365.7,25621.79,100632.75,33143.74,75802.35,23545.47,1176.12,13833.66,71570.98,29198.08,11760.03
2024-07-24,36160.36,70840.23,55462.96,25810.86,100103.29,33127.16,76595.11,23958.74,1185.27,13839.65,72454.26,29023.92,11800.52
2024-07-25,36149.4,70249.06,55380.6,26054.02,100042.09,33544.89,76419.85,23894.73,1175.45,13661.77,73373.71,28879.08,11893.31
2024-07-26,36784.48,70811.14,56655.16,26670.99,100990.81,34360.86,77802.17,24132.24,1189.08,14073.01,74176.53,29216.65,12131.71
2024-07-29,36786.3,70963.43,56437.75,26759.73,100644.78,34591.02,78603.55,24374.69,1206.08,14113.23,74520.37,29214.88,12198.16
2024-07-30,36820.47,71091.86,56377.25,26594.82,99526.12,34793.1,78955.56,24584.79,1211.4,14140.14,75326.09,29243.34,12226.76
2024-07-31,36959.48,71166.54,56480.61,26886.61,99949.81,34929.64,79450.55,24495.28,1208.56,14311.99,75632.19,29336.29,12300.51
2024-08-01,37049.7,71181.2,56284.69,26902.89,100096.33,34685.06,78777.16,24259.45,1188.12,14296.71,77120.7,29365.93,12342.1
2024-08-02,36624.49,70886.02,54938.66,27079.9,99407.17,33718.48,78004.03,24068.85,1146.16,13924.64,76056.73,29278.3,12144.64
2024-08-05,35646.37,69149.31,53148.82,26684.49,99163.02,32396.77,75234.26,22970.77,1096.57,13248.87,73151.69,28522.47,11746.49
2024-08-06,35554.15,68674.74,53409.14,26660.14,99249.6,32152.32,74774.84,22880.3,1105.74,13288.37,72867.03,28218.49,11732.21
2024-08-07,36020.75,69186.46,54198.15,27246.68,100407.1,32719.15,76604.25,23539.72,1126.0,13646.42,74542.02,28575.16,11937.64
2024-08-08,35753.12,69238.49,53165.91,27342.22,99955.88,32692.59,76344.87,23442.8,1112.43,13408.41,73316.98,28617.3,11768.84
2024-08-09,36126.23,69691.04,53988.64,27460.95,100145.61,33255.84,77014.12,23585.37,1129.69,13522.43,74225.35,28802.19,11884.13
2024-08-12,36119.45,69960.96,54080.24,27456.09,99357.94,33167.02,77230.59,23630.27,1144.51,13624.09,73710.14,28910.42,11823.76
2024-08-13,35810.83,68934.01,54087.56,27438.79,99079.68,32908.43,76629.22,23324.04,1136.13,13401.03,73116.39,28368.42,11737.02
2024-08-14,35817.89,68789.38,54939.96,27219.32,98772.81,32929.71,76178.66,23178.75,1130.64,13232.21,72650.21,28361.98,11701.84
2024-08-16,36415.85,69881.67,56526.0,27340.24,100250.43,33590.89,77686.35,23626.4,1159.13,13456.33,73582.54,28844.73,11878.26
2024-08-19,36473.95,69676.16,57021.86,27502.68,100432.62,33290.95,77827.66,24031.13,1160.85,13707.44,74641.55,28777.52,11918.33
2024-08-20,36661.24,70277.64,57486.42,27671.36,100294.89,33464.03,78488.72,24145.47,1163.46,13772.06,74977.98,29098.22,11944.29
2024-08-21,36767.19,70114.96,57483.71,27923.24,101666.66,33577.88,78753.07,24436.93,1148.23,13860.95,75087.89,29054.92,11985.54
2024-08-22,36828.5,70530.16,57394.32,27883.92,102297.85,33547.6,79293.18,24478.25,1153.63,13955.57,74622.29,29184.84,12027.19
2024-08-23,36849.02,70469.61,56818.6,27862.3,102178.04,33924.3,78922.63,24452.77,1125.61,13902.06,74707.05,29168.11,12038.33
2024-08-26,37127.3,70766.62,57609.87,27895.87,102578.78,34043.36,79429.22,24522.0,1145.43,14201.73,75489.49,29361.55,12135.49
2024-08-27,37137.91,70947.38,57675.1,28111.11,101488.2,34004.61,79818.87,24779.7,1147.71,14114.89,75026.9,29603.34,12125.48
2024-08-28,37189.27,70760.72,58622.55,28432.81,101057.1,33961.95,79719.37,24762.31,1145.62,14088.05,74810.36,29531.38,12132.28
2024-08-29,37337.09,70773.05,58895.27,28295.43,101781.17,34146.97,79365.63,24627.5,1143.77,14020.94,75263.7,29606.99,12165.69
2024-08-30,37461.73,71047.34,59166.54,28715.4,101614.84,34346.94,79912.32,24749.06,1164.64,14075.1,75429.73,29681.14,12238.02
2024-09-02,37525.28,71169.84,59426.22,28430.77,102450.98,34213.89,79731.69,24668.54,1161.87,13928.32,75473.75,29793.73,12204.92
2024-09-03,37526.97,71515.12,59254.34,28463.96,102301.33,34165.67,79927.45,24774.18,1155.81,13849.92,74947.52,30038.15,12168.36
2024-09-04,37406.55,71115.51,58700.12,28674.35,102715.69,34033.91,79827.47,24768.45,1163.29,13746.24,74554.85,29927.48,12167.52
2024-09-05,37326.99,71216.19,58968.55,28640.11,102647.25,33904.03,80130.48,25024.42,1152.0,13787.33,73971.7,29959.43,12099.07
2024-09-06,36892.07,69976.27,58393.67,28499.97,101801.75,33499.67,78854.63,24715.15,1141.09,13709.81,72766.51,29545.34,11924.01
2024-09-09,37017.15,70724.67,57965.22,28457.88,103880.67,33457.78,78649.17,24486.11,1138.36,13616.79,72274.04,29786.98,11885.95
2024-09-10,37172.57,70938.47,58967.91,28763.95,104072.57,33538.12,79581.49,24768.17,1148.42,13702.39,72819.85,29695.61,11991.38
2024-09-11,36990.52,70575.52,58731.59,28718.85,104367.8,33123.63,79445.32,24568.74,1135.05,13510.9,71756.03,29611.59,11876.2
2024-09-12,37688.9,71630.39,59670.27,28977.6,105568.38,33831.21,80393.33,24816.05,1145.07,13903.96,73258.51,30067.5,12158.65
2024-09-13,37640.8,71859.58,60005.27,29013.63,104842.62,33885.07,80929.19,25013.91,1164.89,14023.33,72795.79,30110.13,12118.57
2024-09-16,37681.24,72157.19,59947.56,29002.62,104091.99,33896.66,81233.43,25054.67,1171.59,14108.71,73381.71,30123.09,12137.8
2024-09-17,37732.87,72206.26,60033.82,28922.1,104236.12,33984.24,81134.6,24964.63,1178.78,14053.16,73518.7,30125.2,12179.61
2024-09-18,37672.03,72983.5,58200.6,28478.75,104121.06,33863.58,80557.69,24867.46,1176.09,13936.99,73004.85,30546.34,12125.12
2024-09-19,37728.83,73380.83,58001.89,28361.2,104702.44,33999.02,80025.36,24555.09,1181.9,13853.94,72963.82,30642.71,12099.07
2024-09-20,38285.67,74426.27,58359.77,28454.1,106144.63,34637.95,81180.89,24801.13,1217.95,14087.02,73865.59,31126.79,12276.74
2024-09-23,38505.51,74858.81,58059.76,28613.63,106844.64,35177.16,81864.37,25080.0,1245.22,14162.8,74762.83,31332.58,12419.58
2024-09-24,38507.55,74668.94,58414.51,28680.59,106025.1,35328.11,82051.02,24940.36,1241.47,14583.02,75344.36,31245.4,12440.55
2024-09-25,38602.21,74853.03,58023.18,28755.57,105582.09,35285.99,81531.01,24834.78,1249.67,14645.57,75959.49,31376.13,12495.35
2024-09-26,38916.76,75231.71,58299.66,28757.91,106605.67,36083.76,81536.35,24711.0,1250.95,14957.97,76098.01,31586.71,12546.7
2024-09-27,38861.64,74483.13,58509.42,29089.62,106103.8,36234.0,81417.7,24686.28,1235.99,15076.14,76787.44,31275.92,12580.23
2024-09-30,38315.21,73298.51,58002.59,28795.41,105612.16,35468.24,81111.17,24606.25,1215.23,15276.48,75876.71,30738.93,12431.82
2024-10-01,38294.54,73221.75,58678.37,28814.37,105500.3,35542.03,81386.93,24800.82,1212.84,15313.34,75311.39,30735.34,12406.42
2024-10-03,37482.84,71731.09,57748.9,28668.71,103938.99,34516.66,79588.67,24314.98,1159.94,15211.57,73349.3,29987.1,12054.85
2024-10-04,37133.25,71200.96,57956.15,28564.74,102130.99,34023.48,78846.7,24066.17,1140.91,15148.96,72539.32,29660.93,11884.77
2024-10-07,36808.37,69840.71,58340.72,28420.11,101564.31,33867.13,77263.37,23404.7,1128.04,14809.07,70744.32,29157.78,11704.74
2024-10-08,37131.07,70590.78,58613.05,28828.48,102044.8,34430.01,78929.56,23885.55,1138.85,14671.46,71905.12,29448.83,11890.96
2024-10-09,37084.75,70571.41,58938.26,29417.05,100445.99,34711.07,79693.78,24202.38,1163.3,14680.91,71327.78,29565.77,11875.8
2024-10-10,37109.26,71296.26,58199.97,28825.0,99997.87,34813.76,79468.87,24247.84,1158.66,14739.66,71554.29,29840.29,11886.39
2024-10-11,37058.49,70800.1,58548.58,29167.77,100036.39,34693.16,79845.79,24387.39,1150.65,14878.59,71565.67,29649.32,11900.59
2024-10-14,37301.5,71691.93,59291.28,29288.64,100507.1,34728.5,80186.57,24492.31,1169.17,14837.09,71598.63,29956.98,11957.9
2024-10-15,37196.69,71815.25,59095.65,29134.89,100886.4,34438.59,80358.89,24763.62,1193.16,14622.96,71165.35,29964.4,11967.27
2024-10-16,37068.99,71670.04,58403.35,29025.66,100508.66,34000.78,80168.23,24767.27,1199.69,14592.43,71201.62,29988.08,11985.73
2024-10-17,36740.25,70961.27,59099.85,28761.73,98864.19,32796.35,78838.81,24460.7,1154.55,14385.11,70647.19,29613.15,11860.13
2024-10-18,36898.25,72075.58,58264.35,28888.16,98363.65,33000.68,79085.86,24475.95,1158.06,14610.73,71030.82,30058.11,11921.81
2024-10-21,36789.95,71893.7,57511.86,28599.38,97135.97,33138.38,77775.91,24116.21,1141.83,14390.42,70650.13,30078.93,11821.54
2024-10-22,36335.46,70917.51,57104.33,28235.09,96685.92,32318.71,75748.27,23171.42,1103.28,13958.96,68968.76,29759.55,11599.93
2024-10-23,36281.1,70892.38,58465.88,27794.07,96841.76,32087.83,76233.04,23460.35,1102.61,13923.67,68629.32,29824.46,11506.33
2024-10-24,36227.52,71296.62,58352.01,27916.75,94101.14,31921.86,75985.2,23412.8,1090.08,13891.06,68853.52,29952.69,11520.63
2024-10-25,35902.92,70267.64,58225.41,27921.35,94925.51,31232.21,74539.93,22898.05,1077.37,13554.78,67338.78,29800.21,11312.1
2024-10-28,36138.03,70920.47,58456.12,28271.05,95480.06,31448.94,75158.4,23173.11,1092.18,13898.48,67441.77,29963.32,11356.15
2024-10-29,36352.63,72388.97,58392.11,27954.57,95401.48,30955.68,75852.47,23348.43,1107.81,13988.85,67849.07,30586.09,11404.46
2024-10-30,36165.43,71678.94,57888.01,27674.5,96279.78,30962.77,75974.87,23594.64,1106.89,13994.39,67739.36,30183.77,11410.94
2024-10-31,35971.14,71219.39,56190.83,28120.51,95415.48,30859.58,75670.5,23867.41,1105.23,13971.07,67813.25,29994.38,11460.36
2024-11-01,36118.25,71494.07,56227.13,28209.09,95786.52,31241.38,76187.22,24114.19,1115.82,14066.05,68389.0,30071.04,11519.81
2024-11-04,35659.07,70859.55,56210.66,28000.21,94701.26,30936.36,75239.67,23639.14,1083.2,13845.27,66610.29,29710.2,11276.35
2024-11-05,35982.96,72232.0,56214.57,28028.64,94376.39,31286.01,75686.0,23740.74,1089.95,14238.46,67162.68,30298.65,11307.69
2024-11-06,36393.85,72384.42,58460.24,28353.82,94930.59,31677.48,77358.93,24260.25,1118.06,14464.74,68263.39,30364.36,11504.2
2024-11-07,35972.74,71829.75,58061.01,27867.14,94002.29,31250.4,77026.2,24078.08,1102.06,14069.87,67275.9,30099.41,11388.07
2024-11-08,35896.71,71338.15,58475.01,27886.08,94305.02,31240.87,76005.56,23674.6,1070.09,13944.14,66263.27,29937.31,11312.29
2024-11-11,35886.42,71774.75,59226.16,27641.14,93472.11,31141.45,75333.53,23391.64,1068.47,13805.37,65993.74,30094.78,11245.24
2024-11-12,35503.11,70780.02,59252.94,27402.81,91950.85,30537.29,74534.84,23091.85,1070.41,13599.04,65058.91,29597.01,11111.26
2024-11-13,35020.93,69300.39,58919.13,26979.38,91539.3,29875.98,72569.97,22408.17,1036.45,13236.93,64039.21,29062.9,10950.5
2024-11-14,34988.48,69426.57,58948.83,26908.47,90141.29,30071.96,72908.81,22592.62,1047.21,13224.86,64033.83,29140.64,10961.09
2024-11-18,34871.21,69681.46,57580.04,26651.36,91000.37,30241.66,72911.08,22473.49,1053.04,13476.43,63531.93,29212.71,10920.49
2024-11-19,34968.0,70044.94,58055.34,26929.31,91111.5,30663.98,73599.22,22695.24,1068.62,13362.11,63232.91,29395.3,10894.85
2024-11-21,34717.32,69694.08,58339.66,26893.77,90004.72,30383.6,73379.44,22591.57,1078.57,13058.15,61859.06,29232.5,10797.61
2024-11-22,35546.01,70749.02,60257.75,27168.34,92045.39,30919.43,74231.51,22795.6,1112.77,13251.02,63128.03,29672.52,11098.75
2024-11-25,36013.85,72232.38,60655.47,27434.31,92697.52,31132.53,75423.81,23258.18,1137.37,13306.15,63961.99,30222.61,11337.04
2024-11-26,35973.11,72210.24,61306.04,27167.98,93473.27,30734.2,75442.5,23450.06,1138.08,13356.63,63471.49,30207.62,11261.64
2024-11-27,36092.65,72362.85,61212.53,27004.68,93780.9,30871.18,75925.48,23755.84,1133.4,13462.52,64394.13,30364.38,11310.46
2024-11-28,35556.27,71816.37,59752.42,26880.95,93259.68,30368.9,75963.84,23766.96,1133.9,13428.8,63915.69,30047.83,11182.64
2024-11-29,35878.82,72022.23,59999.25,27513.87,93643.71,30675.89,76087.8,23954.16,1128.13,13539.97,64784.65,30161.6,11354.0
2024-12-02,36094.39,72096.1,60556.55,27773.69,93600.54,30979.19,76908.39,24203.45,1162.49,13689.28,64979.03,30240.13,11444.33
2024-12-03,36363.63,72907.89,60845.71,27768.08,93232.45,31179.77,77594.01,24407.0,1166.26,13858.15,65704.31,30521.41,11576.06
2024-12-04,36378.91,73698.11,61115.92,27739.93,92555.49,30958.68,78408.18,24625.37,1191.17,13833.91,65223.81,30855.62,11524.33
2024-12-05,36737.18,74163.87,62307.88,27790.02,93096.63,31158.54,78852.3,24830.85,1188.18,13912.85,65480.76,31067.48,11617.23
2024-12-06,36691.68,74033.74,62182.23,27754.59,93321.44,31452.61,79207.2,25034.47,1187.59,14084.27,65408.34,31032.86,11612.55
2024-12-09,36604.29,73892.97,62343.48,27599.12,91246.83,31209.51,79604.09,25081.37,1190.92,14171.33,65143.2,31056.56,11627.46
2024-12-10,36590.98,74128.11,62854.88,27577.28,91359.44,31198.98,79788.47,25151.5,1207.98,14201.46,64732.09,31157.51,11569.07
2024-12-11,36638.14,73870.29,63064.33,27591.1,91741.68,31310.33,80001.05,25246.73,1210.19,14213.91,64485.46,31157.64,11575.32
2024-12-12,36499.75,73628.32,63552.79,27500.38,90739.53,31058.87,79635.08,25001.63,1205.24,14250.02,63994.75,31062.08,11500.0
2024-12-13,36826.27,74136.55,63961.84,27411.37,91907.51,31206.93,79594.36,24925.57,1199.91,14147.43,64287.28,31254.82,11636.57
2024-12-16,36677.48,74133.2,63486.0,27532.86,91629.25,31229.78,80203.54,25084.48,1237.08,14010.23,63899.68,31225.41,11604.45
2024-12-17,36183.53,73100.26,63152.48,27308.94,91257.9,30740.5,79743.23,24914.19,1235.9,13781.25,62872.05,30775.55,11405.24
2024-12-18,35979.58,72138.38,63309.76,27605.83,91258.51,30508.77,79232.39,24698.28,1230.17,13593.82,62191.76,30398.04,11304.14
2024-12-19,35612.11,71358.26,62513.39,28080.09,90757.63,30285.12,79007.06,24573.39,1220.07,13454.84,61580.57,30031.55,11221.22
2024-12-20,35070.59,70228.55,60868.15,27837.56,89857.32,29640.74,76781.45,24035.53,1172.32,13209.13,60340.28,29635.95,10987.51
2024-12-23,35317.36,71001.1,60947.83,27924.43,90720.77,29611.56,77032.64,24001.46,1189.51,13326.29,60750.14,29879.48,11062.51
2024-12-24,35278.97,70884.1,60726.1,27908.13,91212.4,29779.29,76985.37,24059.05,1188.52,13246.38,60641.61,29819.24,11055.95
2024-12-26,35312.5,70797.87,60719.64,28098.23,90919.45,30029.45,77076.87,24053.96,1191.31,13227.84,60770.58,29827.01,11086.9
2024-12-27,35406.5,70992.41,60799.11,28464.15,91220.4,30322.09,76880.02,24088.9,1184.77,13100.82,60562.84,29882.53,11042.88
2024-12-30,35155.94,70496.31,61146.77,28752.19,91501.9,29887.83,77163.27,23939.99,1166.52,12934.28,60204.72,29602.76,10953.72
2024-12-31,35155.77,70368.32,60265.62,28963.87,91794.8,29974.18,77176.39,24106.01,1163.76,12994.43,60820.19,29536.85,11001.97
2025-01-01,35301.63,70645.56,60314.72,29022.64,92147.12,30375.24,77515.66,24350.79,1150.81,12979.45,61238.8,29671.43,11049.98
2025-01-02,35964.43,71399.56,61675.66,29138.45,93203.54,31526.04,78402.52,24505.64,1162.97,13104.77,61732.16,30157.3,11208.66
2025-01-03,35690.96,70546.19,60806.24,28779.84,93438.99,31511.37,78163.48,24445.73,1155.72,13114.72,62040.04,29816.82,11174.51
2025-01-06,35113.04,69070.26,60734.36,28544.24,91657.0,30825.06,76053.16,23664.3,1119.2,12702.45,60030.11,29291.93,10908.05
2025-01-07,35249.64,69457.81,60318.53,28736.57,91665.39,30824.94,76730.91,23983.03,1128.07,12860.22,60779.55,29433.21,10997.88
2025-01-08,35221.43,68949.93,60677.88,28467.58,92066.25,30677.95,75923.12,23587.74,1126.31,12774.08,60766.8,29189.19,10990.98
2025-01-09,34979.91,68491.22,59971.77,28290.67,92919.52,30592.69,75215.18,23270.13,1095.59,12617.32,59535.38,28925.51,10863.56
2025-01-10,34838.66,67426.79,62034.09,27687.88,92308.79,30215.4,73649.82,22662.9,1065.3,12413.14,58322.19,28553.72,10737.36
2025-01-13,34324.87,66468.11,61185.22,27097.15,91181.52,29381.14,70687.74,21733.74,996.4,11945.07,56386.46,28139.49,10469.93
2025-01-14,34458.87,67419.86,59880.98,27468.98,89899.99,29972.95,72423.02,22164.88,1004.34,12419.98,58019.21,28543.61,10581.07
2025-01-15,34514.06,67451.02,60353.88,27182.97,89775.02,29815.01,72723.23,22288.36,1018.34,12440.18,58457.35,28490.82,10683.15
2025-01-16,34660.67,68180.21,60058.49,27105.06,89274.23,30009.97,73512.3,22659.99,1025.17,12652.09,59241.85,28822.01,10791.31
2025-01-17,34531.21,67158.95,58768.21,27293.05,90180.61,29917.87,73679.37,22696.93,1038.67,12801.9,59952.24,28400.45,10920.59
2025-01-20,34741.89,68279.97,58992.79,27442.36,90079.17,29761.22,74352.06,22944.24,1045.43,12939.58,60443.86,28800.56,10986.83
2025-01-21,34265.55,67200.88,58300.87,27071.85,89892.62,29277.39,72636.81,22421.49,1002.36,12817.51,59299.56,28325.97,10801.77
2025-01-22,34460.03,67413.29,59549.09,27259.96,89849.65,29239.52,71663.44,22056.82,956.65,12724.56,58429.63,28453.5,10770.63
2025-01-23,34534.46,67225.96,60613.18,27641.43,90149.87,29560.59,72992.87,22303.39,966.17,12792.66,58535.8,28422.63,10808.54
2025-01-24,34366.04,66919.88,60854.15,27058.87,90614.57,29103.89,71865.69,21778.74,944.01,12677.3,57493.43,28281.53,10716.18
2025-01-27,33974.58,66500.44,58808.1,26341.2,89944.14,28840.6,69886.26,20942.48,934.14,12303.28,56031.25,28117.72,10545.44
2025-01-28,34165.22,67610.36,58472.42,25727.97,89600.62,29226.15,69526.77,20563.12,954.37,12254.65,55250.92,28648.8,10550.29
2025-01-29,34474.8,68024.16,60001.85,26182.36,89149.85,29649.08,71131.59,21246.56,982.12,12481.81,56380.33,28949.13,10615.64
2025-01-30,34603.4,68226.2,59326.65,26498.77,89789.67,29531.01,71132.66,21272.21,999.61,12468.43,57108.35,29060.61,10697.85
2025-01-31,34998.01,68606.99,59668.41,26530.79,91620.73,30019.18,72485.19,21724.91,1019.01,12618.59,58719.07,29172.53,10860.34
2025-02-01,34958.89,68495.97,58783.87,26402.33,94374.8,30593.98,72180.13,21813.84,1053.47,12466.58,57466.65,29109.29,10737.84
2025-02-03,34778.66,68085.88,59180.96,26435.5,92812.5,30622.25,71508.95,21351.96,1050.38,12251.18,55746.7,29061.82,10557.41
2025-02-04,35341.64,69396.68,59944.56,26896.27,92578.33,30895.4,72624.88,21584.38,1056.15,12471.03,56992.87,29675.22,10811.25
2025-02-05,35277.7,69652.78,59983.85,27062.79,91138.19,30871.82,73122.27,21983.22,1036.65,12659.76,57770.34,29730.1,10819.89
2025-02-06,35143.08,69706.78,60169.33,27276.66,90262.19,30585.29,72208.34,21917.26,1014.0,12564.41,57276.44,29725.1,10732.12
2025-02-07,35091.5,69397.93,60030.48,27362.99,89143.17,30796.81,72364.37,21855.94,1014.97,12898.86,57013.14,29573.94,10743.62
2025-02-10,34825.87,69151.89,59575.76,26853.16,88728.06,30340.88,70828.05,21397.69,984.69,12558.47,55784.22,29398.81,10640.19
2025-02-11,34364.39,68352.7,58697.13,26337.39,87009.67,29633.66,68691.14,20659.47,954.47,12339.59,54614.79,29008.44,10457.87
2025-02-12,34344.93,68457.96,58368.05,26204.2,87334.47,29415.12,68521.79,20606.32,928.3,12421.98,54414.17,29138.09,10444.6
2025-02-13,34324.31,68292.47,57784.19,26557.5,86645.01,29332.21,68692.94,20530.31,935.86,12524.11,54372.67,29238.07,10439.22
2025-02-14,34172.38,67932.18,57778.04,25801.49,86358.61,28971.25,67051.93,19802.28,919.58,12300.44,53130.99,29134.92,10320.12
2025-02-17,34217.48,68152.76,57445.21,26129.33,86044.11,28817.06,67326.89,19811.05,919.69,12394.64,53441.32,29240.64,10338.66
2025-02-18,34196.32,67915.34,57992.27,25997.4,85289.22,28644.4,67195.82,19498.11,920.24,12402.78,53635.16,29252.29,10359.45
2025-02-19,34177.82,68583.38,57236.93,25812.44,85094.12,28631.6,68243.67,19957.63,935.64,12558.44,54242.69,29473.34,10402.32
2025-02-20,34148.36,68257.48,57155.39,25769.98,85065.37,28980.49,69103.41,20242.75,946.09,12804.5,55235.73,29253.67,10486.2
2025-02-21,33973.61,67768.56,56705.82,25273.94,84676.65,28233.46,68190.49,20104.4,934.01,12934.78,54928.98,29119.15,10431.7
2025-02-24,33612.18,67313.06,55170.22,25278.95,84981.71,28294.66,67551.5,19899.17,926.46,12653.96,54318.37,28894.06,10286.42
2025-02-25,33603.55,67252.69,54729.27,25104.69,85254.03,28439.23,67133.56,19810.87,914.27,12459.66,53931.51,28946.0,10248.55
2025-02-27,33599.79,67440.1,54471.02,25045.28,84606.79,28009.54,66369.88,19486.87,895.16,12521.8,53307.28,29118.89,10195.67
2025-02-28,32973.36,66887.95,52193.63,24564.58,82386.32,26911.04,64719.94,18900.1,882.47,12348.2,52192.56,28941.16,9985.04
2025-03-03,32965.25,66569.16,52607.78,24646.76,82545.06,26963.01,64813.03,18849.49,893.56,12493.96,52173.23,28845.7,10026.5
2025-03-04,32910.63,66750.27,52135.77,24573.46,82118.59,26609.87,64845.09,18980.29,894.45,12541.19,52576.82,28940.52,10026.45
2025-03-05,33290.2,67088.89,53248.12,24953.02,83345.46,27302.49,66412.56,19541.49,915.26,13048.18,54072.6,28968.36,10243.79
2025-03-06,33599.3,67279.51,53350.27,25320.69,84338.86,27516.42,66655.35,19800.25,913.72,13353.83,55168.66,29109.58,10394.08
2025-03-07,33611.3,67099.36,52895.92,25264.81,84341.33,27582.02,66442.64,19933.89,902.89,13411.28,55270.57,29076.89,10421.79
2025-03-10,33473.92,66710.98,52649.7,25113.84,84527.56,27244.79,65428.93,19540.3,884.44,13296.23,54425.16,28977.16,10328.91
2025-03-11,33531.68,66208.97,52308.03,25207.55,84438.26,27152.67,65864.75,19383.09,916.54,13366.85,54704.1,29161.29,10407.17
2025-03-12,33490.87,66489.43,50784.28,25321.5,84447.71,27285.35,65491.75,19342.52,901.42,13302.21,54830.42,29317.79,10398.57
2025-03-13,33381.62,66494.62,50521.13,25275.44,84320.92,26983.87,65004.94,19153.58,884.95,13187.08,54739.53,29270.21,10342.2
2025-03-17,33547.88,66901.03,50541.73,25668.57,84148.47,27229.46,65459.74,19244.9,881.6,13288.66,55047.49,29570.84,10355.61
2025-03-18,34033.06,68229.73,51216.01,26086.78,85289.17,27877.76,66884.88,19767.29,909.47,13571.37,55926.13,30124.43,10480.19
2025-03-19,34142.35,68766.68,50662.39,26216.19,84816.41,27988.77,68641.15,20246.69,934.97,13744.29,56916.4,30342.93,10634.28
2025-03-20,34564.18,69265.13,51296.18,26457.87,85911.53,28387.29,69083.2,20390.16,944.98,13902.85,57378.92,30554.96,10788.61
2025-03-21,34802.3,69999.35,51332.78,26811.6,86119.85,28561.79,70039.65,20810.48,954.17,13826.96,58206.96,30880.44,10924.39
2025-03-24,35261.27,71537.03,52052.02,26991.64,86520.8,28801.69,70949.13,21040.31,968.77,13916.02,59041.54,31495.79,11081.79
2025-03-25,35276.65,71402.85,52737.11,26708.16,86355.91,28537.62,70200.43,20712.73,954.67,13720.79,58254.5,31531.6,11036.61
2025-03-26,35005.67,70850.9,52219.35,26482.65,86123.8,28551.1,69763.3,20491.33,942.35,13667.94,57738.14,31212.91,10978.92
2025-03-27,35162.32,71358.41,52515.26,26376.71,86592.09,28254.25,70024.32,20726.8,955.1,13761.18,58568.44,31441.12,11048.44
